part_num,name,dimensions
6919,Dish 2 x 2 with Angled Bar,2 x 2 x 1/3
69234,Brick Special 2 x 3 x 3 with Cutout and Lion Head [Solid Studs],2 x 3 x 3
6942,Dish 5 x 5,5 x 5 x 1/3
69729,Tile 2 x 6,2 x 6 x 1/3
69934,Plate Special 10 x 16 with Studs on Edges and Bar Handles on 1 Side,10 x 16 x 1/3
69963,Plate Special 2 x 4 with Steering Bar,2 x 4 x 1/3
700,Brick 10 x 20 [Undetermined Underside Type],10 x 20
700e,"Brick 10 x 20 without Bottom Tubes, with '+' Cross Support and 4 Side Supports (early Baseplate)",10 x 20
700ed,"Brick 10 x 20 with Bottom Tubes in single row around edge, with '+' Cross Support",10 x 20
700ed2,"Brick 10 x 20 with Bottom Tubes in single row around edge, with dual '+' Cross Supports",10 x 20
700ex,"Brick 10 x 20 without Bottom Tubes, with '+' Cross Support (early Baseplate)",10 x 20
702,Brick 4 x 4 Corner,4 x 4
70681,"Brick Curved, 3 x 1 with 1/3 Inverted Cutout",3 x 1
709,Plate Special 4 x 6 with Hole,4 x 6 x 1/3
71075,Brick Round 1 x 1 x 1 2/3,1 x 1 x 1
711,Plate Special 5 x 6 with Hole,5 x 6 x 1/3
71100,Brick Special 2 x 4 with Spinner Holder,2 x 4
712,Plate Round Corner Left 4 x 8 with Waffle Bottom,4 x 8 x 1/3
713,Plate Round Corner Right 4 x 8,4 x 8 x 1/3
716,Brick Round Corner 2 x 4 Half Round with Cutouts,2 x 4
71727,"Brick, Soft 2 x 2 with Curved Top",2 x 2
71771,Slope Curved 5 x 8 x 2/3 with No Studs on Top,5 x 8 x 2/3
72040,Cone 4 x 4 x 6.667 Drill with Grey Peghole,4 x 4 x 6
72045,"Plate Special, Book 10 x 12 with Key Hole",10 x 12 x 1/3
72046,Tile Round 1 x 1 with Molded Trans-Bright Pink Star,1 x 1 x 1/3
72078,Tile 1 x 1 with Molded Glitter Trans-Clear Opal Diamond,1 x 1 x 1/3
72454,Slope Inverted 45° 4 x 4 Double with 2 Holes,4 x 4
728,Plate 8 x 11,8 x 11 x 1/3
73002,"Tile 1 x 1, Random DOTS Series 3 Print",1 x 1 x 1/3
73090,Brick Special 2 x 6 x 2 Weight with Bottom Openings and Center Seams on Ends,2 x 6 x 2
73095,"Tile Round 1 x 1, Random DOTS Series 4 Print",1 x 1 x 1/3
73099,"Tile Pack 1 x 1 Half Circle, Random DOTS Series 4 Print",1 x 1 x 1/3
73110,Plate 6 x 6 with 5 Center Holes,6 x 6 x 1/3
73210,Tile Special 2 x 4 with Pixelated Mario Print,2 x 4 x 1/3
73230,Technic Brick 1 x 1 with Axle Hole,1 x 1
733,"Brick 10 x 10 without Bottom Tubes, without Cross Supports",10 x 10
733ex,"Brick 10 x 10 without Bottom Tubes, with '+' Cross Support (early Baseplate)",10 x 10
73562,Bracket 3 x 2 x 1 1/3 with Bottom Stud Holder,3 x 2 x 1 x 1/3
73682,"Brick Curved, Internal Double, 3 x 3 with 1/3 Inverted Cutout, Corner",3 x 3
737,Plate Special 2 x 4 with Train Coupler Closed for Hook,2 x 4 x 1/3
73715,Wedge Sloped 4 x 4 with Pin Holes and White Underside Pattern (Para-Koopa Shell),4 x 4
73764,Brick Special 2 x 2 x 1 2/3 with Worm Gear Hole,2 x 2 x 1
7370,Plate Special 2 x 4 with Train Coupler Open with Hook,2 x 4 x 1/3
73701,Plate Special 2 x 4 with Train Coupler Closed with Hook,2 x 4 x 1/3
74166,"Brick Special 8 x 16 x 2/3, Two Rounded Corners, Reduced Stud Sections",8 x 16 x 2/3
74611,Plate Round 8 x 8,8 x 8 x 1/3
74698,Tile Round 2 x 2 - Thick Lifting Ring,2 x 2 x 1/3
753,"Plate Special 2 x 4 with Train Coupler, Open for Magnet [Reinforced]",2 x 4 x 1/3
75538,"Slope Curved 8 x 8 x 4, Ramp",8 x 8 x 4
75937,"Plate Special 2 x 2 with Bar Frame Octagonal, Reinforced, Completely Round Studs",2 x 2 x 1/3
767,Train Track Sleeper Plate 2 x 8 without Cable Grooves,2 x 8 x 1/3
76766,Bracket 5 x 2 x 2 1/3 with Inside Stud Holder,5 x 2 x 2 x 1/3
76768,"Brick Arch 1 x 5 x 4 [Irregular Bow, Raised Underside Cross Supports]",1 x 5 x 4
76776,Brick Round Corner 5 x 5 x 3 1/3 Dome Top [Plain],5 x 5 x 3
76795,Brick Round Corner 5 x 5 x 1 with Bottom Cut Outs [No Studs Flat Top][1/4 Arch],5 x 5 x 1
76797,"Brick Round Corner, Curved 3 x 3 x 1 Quarter Circle",3 x 3 x 1
76959,"Slope Inverted 45° 2 x 2 [Round Hollow Bottom Pin, Bar-sized Stud Holes]",2 x 2
77180,Slope Curved 10 x 2 x 2 with Curved End Left,10 x 2 x 2
77182,Slope Curved 10 x 2 x 2 with Curved End Right,10 x 2 x 2
772,Brick 1 x 2 x 2 with Hollow Underside,1 x 2 x 2
7720,Brick 1 x 2 x 2 without Bottom Tube with Train Window Print,1 x 2 x 2
77485,"Tile Round 1 x 1, Random DOTS Series 5 Print",1 x 1 x 1/3
77808,Brick Special 1 x 2 Rounded  with Center Bars,1 x 2
77813,Tile Round 1 x 1 Special with Clip-Bar,1 x 1 x 1/3
77822,"Slope Curved 8 x 15 x 6, Ramp",8 x 15 x 6
77834,Brick Special 2 x 4 x 5 with Spring,2 x 4 x 5
77844,Plate 3 x 3 Corner,3 x 3 x 1/3
77845,Plate Special 1 x 4 Rounded with 2 Open Studs,1 x 4 x 1/3
77850,Plate Special 1 x 3 Rounded with 3 Open Studs,1 x 3 x 1/3
78168,Plate Special 2 x 6 with Wall Mount Hook,2 x 6 x 1/3
78256,Plate Special 1 x 2 with Clip Vertical on End,1 x 2 x 1/3
78257,Plate Special 1 x 1 with Handle on 2 Ends,1 x 1 x 1/3
78329,Plate 1 x 5,1 x 5 x 1/3
78666,Brick Curved 2 x 1 with Inverted Cutout,2 x 1
78886,Wedge Sloped 65° 2 x 2 x 2 Corner,2 x 2 x 2
79194,Plate Round 1 x 1 with Hollow Stud and Bar on Underside - Long Space,1 x 1 x 1/3
79393,"Tile 3 x 3 Curved, Macaroni",3 x 3 x 1/3
79756,"Brick Curved 1 x 4 x 2/3 Double Curved Top, No Studs",1 x 4 x 2/3
79757,Brick Curved 2 x 2 x 2/3 Corner Double Curved Top No Studs,2 x 2 x 2/3
79759,Plate Special 8 x 8 with Adhesive Backside,8 x 8 x 1/3
79897,"Brick Special 2 x 5 with Slope, Studs on Side",2 x 5
79987,Plate Special 1 x 3 with 2 Clips on Top,1 x 3 x 1/3
79998,Plate Special 6 x 6 Flexible with Stiching Border,6 x 6 x 1/3
80029,Tower Roof 2 x 4 x 4 Half Cone Shaped with Roof Tiles and Window,2 x 4 x 4
80031,Plate 10 x 10 with Rounded End,10 x 10 x 1/3
80177,Slope Curved 3 x 2 with Stud Notch Left,3 x 2
80178,Slope Curved 3 x 2 with Stud Notch Right,3 x 2
80394,Brick Special 4 x 6 x 4 (4+ Cockpit),4 x 6 x 4
80431,Brick Special 1 x 2 x 1 1/3 with Rotation Joint Socket,1 x 2 x 1
80488,"Brick Special 1 x 2 with Bar, Hand with 4 Fingers",1 x 2
80543,Brick Arch 1 x 4 x 3,1 x 4 x 3
80545,Slope 45° 2 x 4 x 1 1/3 Double,2 x 4 x 1
80796,Brick Special 1 x 2 x 1 2/3 with Four Studs on 2 Sides,1 x 2 x 1
83496,Tile Special 4 x 8 Inverted,4 x 8 x 1/3
85080,Brick Round Corner 2 x 2 Macaroni with Stud Notch and Reinforced Underside [New Style],2 x 2
85834,Slope Curved 4 x 5 x 1 2/3,4 x 5 x 1
85861,Plate Round 1 x 1 with Open Stud,1 x 1 x 1/3
85970,Brick Curved 10 x 1 [Asymmetric Inside Ridges],10 x 1
85984,Slope 30° 1 x 2 x 2/3,1 x 2 x 2/3
86148,Wedge Sloped 4 x 4 Triple with 3 Ridges on Slope,4 x 4
86500,Dome Hemisphere 4 x 4,4 x 4
86876,Brick Special 1 x 2 with 1 Center Stud on 1 Side,1 x 2
87079,Tile 2 x 4 with Groove,2 x 4 x 1/3
87081,Brick Round 4 x 4 [Centre Hole],4 x 4
87087,Brick Special 1 x 1 with Stud on 1 Side,1 x 1
87559,Brick Round Corner 6 x 6 x 2,6 x 6 x 2
87580,Plate Special 2 x 2 with Groove and Center Stud (Jumper),2 x 2 x 1/3
87620,Wedge 2 x 2 Facet,2 x 2
88000,Plate Special 2 x 4 with 2 Studs and Curved Sides (Minifig Stand),2 x 4 x 1/3
88072,Plate Special 1 x 2 with Arm Up [Horizontal Arm 5mm],1 x 2 x 1/3
88292,Brick Arch 1 x 3 x 2,1 x 3 x 2
88293,Brick Round Corner 3 x 3 x 2 Dome Top,3 x 3 x 2
88393,Brick Special 1 x 2 x 5 with Groove,1 x 2 x 5
88930,"Slope Brick Curved 2 x 4 x 2/3 No Studs, with Bottom Tubes",2 x 4 x 2/3
89523,Plate Special 10 x 10 Octagonal with Hole,10 x 10 x 1/3
90258,Brick Special 2 x 2 with Grooves and Axle Hole,2 x 2
90498,Tile 8 x 16 with Bottom Tubes,8 x 16 x 1/3
91405,Plate 16 x 16,16 x 16 x 1/3
91988,Plate 2 x 14,2 x 14 x 1/3
92280,Plate Special 1 x 2 [Top Clip],1 x 2 x 1/3
92438,Plate 8 x 16,8 x 16 x 1/3
92593,Plate Special 1 x 4 with 2 Studs,1 x 4 x 1/3
92692,Plate Special 1 x 2 with Angled Handles on Side,1 x 2 x 1/3
92946,Slope 45° 2 x 1 with 2/3 Cutout [Original Version],2 x 1
92947,Brick Round 2 x 2 [Grill],2 x 2
92950,Brick Arch 1 x 6 Raised Arch,1 x 6
93168,Cylinder 3 x 6 x 2 2/3 Horizontal Solid Studs,3 x 6 x 2
93273,Slope Curved 4 x 1 Double with No Studs,4 x 1
93348,"Wedge Sloped 4 x 4 Taper, with Stud Notches",4 x 4
93604,Slope Curved 3 x 4 x 2/3 Triple Curved with 2 Sunk Studs,3 x 4 x 2/3
93606,Slope Curved 4 x 2 No Studs,4 x 2
93794,Tile Special 1 x 1 with Clip with Rounded Tips and Center Cut,1 x 1 x 1/3
95188,Brick Round Corner 6 x 6 with 33° Slope and Facet Cutout,6 x 6
962,Slope 45° 2 x 2 Double Convex / Double Concave,2 x 2
967,Plate Special 4 x 8 with Helicopter Rotor Holder,4 x 8 x 1/3
98100,Brick Round 2 x 2 Truncated Cone,2 x 2
98138,Tile Round 1 x 1,1 x 1 x 1/3
98263,Plate Special 1 x 4 with Coupling Link Double,1 x 4 x 1/3
98283,Brick Special 1 x 2 with Masonry Brick Profile,1 x 2
98284,Plate Round 2 x 2 with Pin Hole and 4 Arms Up,2 x 2 x 1/3
98549,Tile Special 2 x 2 with Bar and Stud with Stop Ring,2 x 2 x 1/3
98560,Slope 75° 2 x 2 x 3 [Solid Studs],2 x 2 x 3
98606,Dish 9 x 9 Inverted with Pin Hole (Radar),9 x 9 x 1/3
98876,"Cockpit 4 x 2 x 3 with Pin Hole, and 2 Clips",4 x 2 x 3 x 1/3
99301,Slope 33° 3 x 3 Double Concave,3 x 3
99563,Tile Special 1 x 2 with Sloped Walls AKA Money / Gold Bar [Ingot],1 x 2 x 1/3
f,Brick Curved 1 x 4 x 2 Fabuland Bell Shape,1 x 4 x 2
m3001,Minitalia Brick 2 x 4 with Centre Cross Supports,2 x 4
m3003,Minitalia Brick 2 x 2 with Bottom X Support,2 x 2
000,Tile Special 1 x 2 x 5/6 with Stud Hole in End Plain,1 x 2 x 5/6 x 1/3
001,"Brick 2 x 12 without Bottom Tubes, 1 End Slot",2 x 12
003,"Brick 2 x 14 without Bottom Tubes, 1 End Slot",2 x 14
004,"Brick 2 x 4 without Bottom Tubes, Slotted (with 1 slot)",2 x 4
008,Plate Special 1 x 2 with Finger and Key Chain,1 x 2 x 1/3
016,"Key Chain, Chrome Chain and Ring with 2 x 6 Brick",2 x 6
017,Brick Round Corner 2 x 4 without Stud Notches,2 x 4
032,Minitalia Arch 2 x 10 x 2 with Bottom X Support,2 x 10 x 2
041,"Brick 2 x 2 with String 19L, Metal Key Chain",2 x 2
057,Braille Brick 2 x 4 with 3 Studs ⠜ and 'Ä' print,2 x 4
